date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:02:46	11617/11617	---M-Z	200	added ('OK')	text/html	etag:W/%222d61-19999698730%22	https://aptiskey.com/writingkey009.html	C:/clone_site/minihippo_cloning/aptiskey.com/writingkey009.html	(from https://aptiskey.com/writing_bode.html)
15:02:47	11617/11617	---M-Z	200	added ('OK')	text/html	etag:W/%222d61-19999698f00%22	https://aptiskey.com/writingkey010.html	C:/clone_site/minihippo_cloning/aptiskey.com/writingkey010.html	(from https://aptiskey.com/writing_bode.html)
15:02:47	11617/11617	---M-Z	200	added ('OK')	text/html	etag:W/%222d61-19999699ea0%22	https://aptiskey.com/writingkey011.html	C:/clone_site/minihippo_cloning/aptiskey.com/writingkey011.html	(from https://aptiskey.com/writing_bode.html)
15:02:48	11617/11617	---M-Z	200	added ('OK')	text/html	etag:W/%222d61-1999969a670%22	https://aptiskey.com/writingkey012.html	C:/clone_site/minihippo_cloning/aptiskey.com/writingkey012.html	(from https://aptiskey.com/writing_bode.html)
15:02:48	11617/11617	---M-Z	200	added ('OK')	text/html	etag:W/%222d61-1999969b610%22	https://aptiskey.com/writingkey013.html	C:/clone_site/minihippo_cloning/aptiskey.com/writingkey013.html	(from https://aptiskey.com/writing_bode.html)
15:02:49	11617/11617	---M-Z	200	added ('OK')	text/html	etag:W/%222d61-1999969bde0%22	https://aptiskey.com/writingkey014.html	C:/clone_site/minihippo_cloning/aptiskey.com/writingkey014.html	(from https://aptiskey.com/writing_bode.html)
15:02:49	11617/11617	---M-Z	200	added ('OK')	text/html	etag:W/%222d61-1999969c5b0%22	https://aptiskey.com/writingkey015.html	C:/clone_site/minihippo_cloning/aptiskey.com/writingkey015.html	(from https://aptiskey.com/writing_bode.html)
15:02:50	11617/11617	---M-Z	200	added ('OK')	text/html	etag:W/%222d61-1999969cd80%22	https://aptiskey.com/writingkey016.html	C:/clone_site/minihippo_cloning/aptiskey.com/writingkey016.html	(from https://aptiskey.com/writing_bode.html)
15:02:51	11617/11617	---M-Z	200	added ('OK')	text/html	etag:W/%222d61-1999969dd20%22	https://aptiskey.com/writingkey017.html	C:/clone_site/minihippo_cloning/aptiskey.com/writingkey017.html	(from https://aptiskey.com/writing_bode.html)
15:02:51	11617/11617	---M-Z	200	added ('OK')	text/html	etag:W/%222d61-1999969e4f0%22	https://aptiskey.com/writingkey018.html	C:/clone_site/minihippo_cloning/aptiskey.com/writingkey018.html	(from https://aptiskey.com/writing_bode.html)
15:02:52	11617/11617	---M-Z	200	added ('OK')	text/html	etag:W/%222d61-1999969f490%22	https://aptiskey.com/writingkey019.html	C:/clone_site/minihippo_cloning/aptiskey.com/writingkey019.html	(from https://aptiskey.com/writing_bode.html)
15:02:52	11617/11617	---M-Z	200	added ('OK')	text/html	etag:W/%222d61-1999969fc60%22	https://aptiskey.com/writingkey020.html	C:/clone_site/minihippo_cloning/aptiskey.com/writingkey020.html	(from https://aptiskey.com/writing_bode.html)
15:02:53	11617/11617	---M-Z	200	added ('OK')	text/html	etag:W/%222d61-199996a0c00%22	https://aptiskey.com/writingkey021.html	C:/clone_site/minihippo_cloning/aptiskey.com/writingkey021.html	(from https://aptiskey.com/writing_bode.html)
15:02:53	11617/11617	---M-Z	200	added ('OK')	text/html	etag:W/%222d61-199996a1ba0%22	https://aptiskey.com/writingkey022.html	C:/clone_site/minihippo_cloning/aptiskey.com/writingkey022.html	(from https://aptiskey.com/writing_bode.html)
15:02:54	11617/11617	---M-Z	200	added ('OK')	text/html	etag:W/%222d61-199996a2370%22	https://aptiskey.com/writingkey023.html	C:/clone_site/minihippo_cloning/aptiskey.com/writingkey023.html	(from https://aptiskey.com/writing_bode.html)
15:02:54	11617/11617	---M-Z	200	added ('OK')	text/html	etag:W/%222d61-199996a3310%22	https://aptiskey.com/writingkey024.html	C:/clone_site/minihippo_cloning/aptiskey.com/writingkey024.html	(from https://aptiskey.com/writing_bode.html)
15:02:55	11617/11617	---M-Z	200	added ('OK')	text/html	etag:W/%222d61-199996a3ae0%22	https://aptiskey.com/writingkey025.html	C:/clone_site/minihippo_cloning/aptiskey.com/writingkey025.html	(from https://aptiskey.com/writing_bode.html)
15:02:56	11617/11617	---M-Z	200	added ('OK')	text/html	etag:W/%222d61-199996a42b0%22	https://aptiskey.com/writingkey026.html	C:/clone_site/minihippo_cloning/aptiskey.com/writingkey026.html	(from https://aptiskey.com/writing_bode.html)
15:02:56	11617/11617	---M-Z	200	added ('OK')	text/html	etag:W/%222d61-199996a4a80%22	https://aptiskey.com/writingkey027.html	C:/clone_site/minihippo_cloning/aptiskey.com/writingkey027.html	(from https://aptiskey.com/writing_bode.html)
15:02:57	11617/11617	---M-Z	200	added ('OK')	text/html	etag:W/%222d61-199996a5a20%22	https://aptiskey.com/writingkey028.html	C:/clone_site/minihippo_cloning/aptiskey.com/writingkey028.html	(from https://aptiskey.com/writing_bode.html)
15:02:57	11617/11617	---M-Z	200	added ('OK')	text/html	etag:W/%222d61-199996a61f0%22	https://aptiskey.com/writingkey029.html	C:/clone_site/minihippo_cloning/aptiskey.com/writingkey029.html	(from https://aptiskey.com/writing_bode.html)
15:02:58	11617/11617	---M-Z	200	added ('OK')	text/html	etag:W/%222d61-199996a7190%22	https://aptiskey.com/writingkey030.html	C:/clone_site/minihippo_cloning/aptiskey.com/writingkey030.html	(from https://aptiskey.com/writing_bode.html)
15:02:58	11617/11617	---M-Z	200	added ('OK')	text/html	etag:W/%222d61-199996a7960%22	https://aptiskey.com/writingkey031.html	C:/clone_site/minihippo_cloning/aptiskey.com/writingkey031.html	(from https://aptiskey.com/writing_bode.html)
15:02:59	11617/11617	---M-Z	200	added ('OK')	text/html	etag:W/%222d61-199996a8130%22	https://aptiskey.com/writingkey032.html	C:/clone_site/minihippo_cloning/aptiskey.com/writingkey032.html	(from https://aptiskey.com/writing_bode.html)
15:02:59	11617/11617	---M-Z	200	added ('OK')	text/html	etag:W/%222d61-199996a90d0%22	https://aptiskey.com/writingkey033.html	C:/clone_site/minihippo_cloning/aptiskey.com/writingkey033.html	(from https://aptiskey.com/writing_bode.html)
15:03:00	11617/11617	---M-Z	200	added ('OK')	text/html	etag:W/%222d61-199996a98a0%22	https://aptiskey.com/writingkey034.html	C:/clone_site/minihippo_cloning/aptiskey.com/writingkey034.html	(from https://aptiskey.com/writing_bode.html)
15:03:00	11617/11617	---M-Z	200	added ('OK')	text/html	etag:W/%222d61-199996aa840%22	https://aptiskey.com/writingkey035.html	C:/clone_site/minihippo_cloning/aptiskey.com/writingkey035.html	(from https://aptiskey.com/writing_bode.html)
15:03:01	11617/11617	---M-Z	200	added ('OK')	text/html	etag:W/%222d61-199996ab010%22	https://aptiskey.com/writingkey036.html	C:/clone_site/minihippo_cloning/aptiskey.com/writingkey036.html	(from https://aptiskey.com/writing_bode.html)
15:03:02	11617/11617	---M-Z	200	added ('OK')	text/html	etag:W/%222d61-199996ab7e0%22	https://aptiskey.com/writingkey037.html	C:/clone_site/minihippo_cloning/aptiskey.com/writingkey037.html	(from https://aptiskey.com/writing_bode.html)
15:03:02	11617/11617	---M-Z	200	added ('OK')	text/html	etag:W/%222d61-199996ac780%22	https://aptiskey.com/writingkey038.html	C:/clone_site/minihippo_cloning/aptiskey.com/writingkey038.html	(from https://aptiskey.com/writing_bode.html)
15:03:03	11617/11617	---M-Z	200	added ('OK')	text/html	etag:W/%222d61-199996acf50%22	https://aptiskey.com/writingkey039.html	C:/clone_site/minihippo_cloning/aptiskey.com/writingkey039.html	(from https://aptiskey.com/writing_bode.html)
15:03:03	11617/11617	---M-Z	200	added ('OK')	text/html	etag:W/%222d61-199996ad720%22	https://aptiskey.com/writingkey040.html	C:/clone_site/minihippo_cloning/aptiskey.com/writingkey040.html	(from https://aptiskey.com/writing_bode.html)
15:03:04	232803/232803	---MCZ	200	added ('OK')	text/css	etag:W/%2238d63-xawd7pYctZoEUlbsID9p4xeHL3w%22	https://cdn.jsdelivr.net/npm/bootstrap@5.3.3/dist/css/bootstrap.min.css	C:/clone_site/minihippo_cloning/cdn.jsdelivr.net/npm/bootstrap@5.3.3/dist/css/bootstrap.min.css	(from https://aptiskey.com/writing_meo.html)
15:03:05	80721/80721	---MCZ	200	added ('OK')	application/javascript	etag:W/%2213b51-3cbp6tbRaukjc5nOQejBYgzFnDY%22	https://cdn.jsdelivr.net/npm/bootstrap@5.3.3/dist/js/bootstrap.bundle.min.js	C:/clone_site/minihippo_cloning/cdn.jsdelivr.net/npm/bootstrap@5.3.3/dist/js/bootstrap.bundle.min.js	(from https://aptiskey.com/writing_meo.html)
15:03:05	5063/5063	---M-Z	200	added ('OK')	text/html	etag:W/%2213c7-1999968f2c0%22	https://aptiskey.com/speaking_question1.html	C:/clone_site/minihippo_cloning/aptiskey.com/speaking_question1.html	(from https://aptiskey.com/speaking_question.html)
15:03:06	4478/4478	---M-Z	200	added ('OK')	text/html	etag:W/%22117e-19999690a30%22	https://aptiskey.com/speaking_question2.html	C:/clone_site/minihippo_cloning/aptiskey.com/speaking_question2.html	(from https://aptiskey.com/speaking_question.html)
15:03:06	4624/4624	---M-Z	200	added ('OK')	text/html	etag:W/%221210-19999691200%22	https://aptiskey.com/speaking_question3.html	C:/clone_site/minihippo_cloning/aptiskey.com/speaking_question3.html	(from https://aptiskey.com/speaking_question.html)
15:03:07	4399/4399	---M-Z	200	added ('OK')	text/html	etag:W/%22112f-199996919d0%22	https://aptiskey.com/speaking_question4.html	C:/clone_site/minihippo_cloning/aptiskey.com/speaking_question4.html	(from https://aptiskey.com/speaking_question.html)
15:03:08	4773/4773	---M-Z	200	added ('OK')	text/html	etag:W/%2212a5-1999968fa90%22	https://aptiskey.com/speaking_question2_meo.html	C:/clone_site/minihippo_cloning/aptiskey.com/speaking_question2_meo.html	(from https://aptiskey.com/speaking_meo.html)
15:03:08	2353/2353	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2021%20Aug%202025%2015:09:12%20GMT	https://aptiskey.com/js/donate.js	C:/clone_site/minihippo_cloning/aptiskey.com/js/donate.js	(from https://aptiskey.com/donate.html)
15:03:09	5314/5314	---M-Z	200	added ('OK')	text/html	etag:W/%2214c2-199d2216520%22	https://aptiskey.com/reading_question_cu1.html	C:/clone_site/minihippo_cloning/aptiskey.com/reading_question_cu1.html	(from https://aptiskey.com/reading_question_cu.html)
15:03:09	5835/5835	---M-Z	200	added ('OK')	text/html	etag:W/%2216cb-199d22973a0%22	https://aptiskey.com/reading_question_cu2.html	C:/clone_site/minihippo_cloning/aptiskey.com/reading_question_cu2.html	(from https://aptiskey.com/reading_question_cu.html)
15:03:10	5061/5061	---M-Z	200	added ('OK')	text/html	etag:W/%2213c5-199d222ebc0%22	https://aptiskey.com/reading_question_cu4.html	C:/clone_site/minihippo_cloning/aptiskey.com/reading_question_cu4.html	(from https://aptiskey.com/reading_question_cu.html)
15:03:11	5624/5624	---M-Z	200	added ('OK')	text/html	etag:W/%2215f8-199d222f390%22	https://aptiskey.com/reading_question_cu5.html	C:/clone_site/minihippo_cloning/aptiskey.com/reading_question_cu5.html	(from https://aptiskey.com/reading_question_cu.html)
15:03:11	12454/12454	---M-Z	200	added ('OK')	text/html	etag:W/%2230a6-199d75d3550%22	https://aptiskey.com/readingkey001.html	C:/clone_site/minihippo_cloning/aptiskey.com/readingkey001.html	(from https://aptiskey.com/reading_bode_cu.html)
15:03:12	12454/12454	---M-Z	200	added ('OK')	text/html	etag:W/%2230a6-199d75d6c00%22	https://aptiskey.com/readingkey002.html	C:/clone_site/minihippo_cloning/aptiskey.com/readingkey002.html	(from https://aptiskey.com/reading_bode_cu.html)
15:03:12	12454/12454	---M-Z	200	added ('OK')	text/html	etag:W/%2230a6-199d75d73d0%22	https://aptiskey.com/readingkey003.html	C:/clone_site/minihippo_cloning/aptiskey.com/readingkey003.html	(from https://aptiskey.com/reading_bode_cu.html)
15:03:13	12454/12454	---M-Z	200	added ('OK')	text/html	etag:W/%2230a6-199d75d7ba0%22	https://aptiskey.com/readingkey004.html	C:/clone_site/minihippo_cloning/aptiskey.com/readingkey004.html	(from https://aptiskey.com/reading_bode_cu.html)
15:03:13	12454/12454	---M-Z	200	added ('OK')	text/html	etag:W/%2230a6-199d75d8370%22	https://aptiskey.com/readingkey005.html	C:/clone_site/minihippo_cloning/aptiskey.com/readingkey005.html	(from https://aptiskey.com/reading_bode_cu.html)
15:03:14	12454/12454	---M-Z	200	added ('OK')	text/html	etag:W/%2230a6-199d75d8b40%22	https://aptiskey.com/readingkey006.html	C:/clone_site/minihippo_cloning/aptiskey.com/readingkey006.html	(from https://aptiskey.com/reading_bode_cu.html)
15:03:14	12454/12454	---M-Z	200	added ('OK')	text/html	etag:W/%2230a6-199d75d9310%22	https://aptiskey.com/readingkey007.html	C:/clone_site/minihippo_cloning/aptiskey.com/readingkey007.html	(from https://aptiskey.com/reading_bode_cu.html)
15:03:15	12454/12454	---M-Z	200	added ('OK')	text/html	etag:W/%2230a6-199d75d9ae0%22	https://aptiskey.com/readingkey008.html	C:/clone_site/minihippo_cloning/aptiskey.com/readingkey008.html	(from https://aptiskey.com/reading_bode_cu.html)
15:03:15	12454/12454	---M-Z	200	added ('OK')	text/html	etag:W/%2230a6-199d75daa80%22	https://aptiskey.com/readingkey009.html	C:/clone_site/minihippo_cloning/aptiskey.com/readingkey009.html	(from https://aptiskey.com/reading_bode_cu.html)
15:03:16	12454/12454	---M-Z	200	added ('OK')	text/html	etag:W/%2230a6-199d75db250%22	https://aptiskey.com/readingkey010.html	C:/clone_site/minihippo_cloning/aptiskey.com/readingkey010.html	(from https://aptiskey.com/reading_bode_cu.html)
15:03:17	12454/12454	---M-Z	200	added ('OK')	text/html	etag:W/%2230a6-199d75dc1f0%22	https://aptiskey.com/readingkey011.html	C:/clone_site/minihippo_cloning/aptiskey.com/readingkey011.html	(from https://aptiskey.com/reading_bode_cu.html)
15:03:17	12454/12454	---M-Z	200	added ('OK')	text/html	etag:W/%2230a6-199d75de130%22	https://aptiskey.com/readingkey012.html	C:/clone_site/minihippo_cloning/aptiskey.com/readingkey012.html	(from https://aptiskey.com/reading_bode_cu.html)
15:03:18	12454/12454	---M-Z	200	added ('OK')	text/html	etag:W/%2230a6-199d75de900%22	https://aptiskey.com/readingkey013.html	C:/clone_site/minihippo_cloning/aptiskey.com/readingkey013.html	(from https://aptiskey.com/reading_bode_cu.html)
15:03:18	12454/12454	---M-Z	200	added ('OK')	text/html	etag:W/%2230a6-199d75df0d0%22	https://aptiskey.com/readingkey014.html	C:/clone_site/minihippo_cloning/aptiskey.com/readingkey014.html	(from https://aptiskey.com/reading_bode_cu.html)
15:03:19	12454/12454	---M-Z	200	added ('OK')	text/html	etag:W/%2230a6-199d75e0070%22	https://aptiskey.com/readingkey015.html	C:/clone_site/minihippo_cloning/aptiskey.com/readingkey015.html	(from https://aptiskey.com/reading_bode_cu.html)
15:03:19	14958/14958	---M-Z	200	added ('OK')	text/html	etag:W/%223a6e-199f022da40%22	https://aptiskey.com/grammar_key001.html	C:/clone_site/minihippo_cloning/aptiskey.com/grammar_key001.html	(from https://aptiskey.com/grammar_bode.html)
15:03:20	14954/14954	---M-Z	200	added ('OK')	text/html	etag:W/%223a6a-199f0235740%22	https://aptiskey.com/grammar_key002.html	C:/clone_site/minihippo_cloning/aptiskey.com/grammar_key002.html	(from https://aptiskey.com/grammar_bode.html)
15:03:20	14954/14954	---M-Z	200	added ('OK')	text/html	etag:W/%223a6a-199f0235740%22	https://aptiskey.com/grammar_key003.html	C:/clone_site/minihippo_cloning/aptiskey.com/grammar_key003.html	(from https://aptiskey.com/grammar_bode.html)
15:03:21	14954/14954	---M-Z	200	added ('OK')	text/html	etag:W/%223a6a-199f0235740%22	https://aptiskey.com/grammar_key004.html	C:/clone_site/minihippo_cloning/aptiskey.com/grammar_key004.html	(from https://aptiskey.com/grammar_bode.html)
15:03:22	14954/14954	---M-Z	200	added ('OK')	text/html	etag:W/%223a6a-199f0235740%22	https://aptiskey.com/grammar_key005.html	C:/clone_site/minihippo_cloning/aptiskey.com/grammar_key005.html	(from https://aptiskey.com/grammar_bode.html)
15:03:22	14954/14954	---M-Z	200	added ('OK')	text/html	etag:W/%223a6a-199f0235740%22	https://aptiskey.com/grammar_key006.html	C:/clone_site/minihippo_cloning/aptiskey.com/grammar_key006.html	(from https://aptiskey.com/grammar_bode.html)
15:03:23	14954/14954	---M-Z	200	added ('OK')	text/html	etag:W/%223a6a-199f0234f70%22	https://aptiskey.com/grammar_key007.html	C:/clone_site/minihippo_cloning/aptiskey.com/grammar_key007.html	(from https://aptiskey.com/grammar_bode.html)
15:03:23	14954/14954	---M-Z	200	added ('OK')	text/html	etag:W/%223a6a-199f0234f70%22	https://aptiskey.com/grammar_key008.html	C:/clone_site/minihippo_cloning/aptiskey.com/grammar_key008.html	(from https://aptiskey.com/grammar_bode.html)
15:03:24	158/158	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2031%20Oct%202025%2008:03:25%20GMT	https://aptiskey.com/grammar_key009.html	C:/clone_site/minihippo_cloning/aptiskey.com/grammar_key009.html	(from https://aptiskey.com/grammar_bode.html)
15:03:25	58/58	---M--	400	error ('Bad%20Request')	text/plain	etag:W/%223a-taO9i3TG0dz45Oeau8VRWJD4Xi8%22	https://cdn.jsdelivr.net/robots.txt		(from https://cdn.jsdelivr.net/npm/@fontsource/source-sans-3@5.0.12/index.css)
15:03:26	99556/99556	---MCZ	200	added ('OK')	text/css	etag:W/%22184e4-ptHboTbR5gcHjbMAMHDqs0tR7FA%22	https://cdn.jsdelivr.net/npm/bootstrap-icons/font/bootstrap-icons.css	C:/clone_site/minihippo_cloning/cdn.jsdelivr.net/npm/bootstrap-icons/font/bootstrap-icons.css	(from https://aptiskey.com/reading_question1.html)
15:03:26	4163/4163	---M-Z	200	added ('OK')	text/css	date:Sat,%2016%20Aug%202025%2014:57:46%20GMT	https://aptiskey.com/css/readingkey.css	C:/clone_site/minihippo_cloning/aptiskey.com/css/readingkey.css	(from https://aptiskey.com/reading_question1.html)
15:03:26	16609/16609	---M-Z	200	added ('OK')	application/javascript	date:Sun,%2012%20Oct%202025%2015:42:58%20GMT	https://aptiskey.com/js/reading_question/reading_question1.js	C:/clone_site/minihippo_cloning/aptiskey.com/js/reading_question/reading_question1.js	(from https://aptiskey.com/reading_question1.html)
15:03:27	29010/29010	---M-Z	200	added ('OK')	text/html	etag:W/%227152-19999673d40%22	https://aptiskey.com/reading_question	C:/clone_site/minihippo_cloning/aptiskey.com/reading_question-2.html	(from https://aptiskey.com/reading_question1.html)
15:03:28	80599/80599	---MCZ	200	added ('OK')	application/javascript	etag:W/%2213ad7-v/eN2cAqUAirQ2QpSHOc5Yx2GyE%22	https://cdn.jsdelivr.net/npm/bootstrap@5.3.0-alpha1/dist/js/bootstrap.bundle.min.js	C:/clone_site/minihippo_cloning/cdn.jsdelivr.net/npm/bootstrap@5.3.0-alpha1/dist/js/bootstrap.bundle.min.js	(from https://aptiskey.com/reading_question1.html)
15:03:28	29610/29610	---M-Z	200	added ('OK')	application/javascript	date:Sun,%2012%20Oct%202025%2015:56:32%20GMT	https://aptiskey.com/js/reading_question/reading_question2.js	C:/clone_site/minihippo_cloning/aptiskey.com/js/reading_question/reading_question2.js	(from https://aptiskey.com/reading_question2.html)
15:03:29	43135/43135	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2013%20Oct%202025%2000:50:51%20GMT	https://aptiskey.com/js/reading_question/reading_question4.js	C:/clone_site/minihippo_cloning/aptiskey.com/js/reading_question/reading_question4.js	(from https://aptiskey.com/reading_question4.html)
15:03:29	89501/89501	---M-Z	200	added ('OK')	application/javascript	etag:W/%2228feccc0-15d9d%22	https://code.jquery.com/jquery-3.6.0.min.js	C:/clone_site/minihippo_cloning/code.jquery.com/jquery-3.6.0.min.js	(from https://aptiskey.com/reading_question4.html)
15:03:31	78129/78129	---MCZ	200	added ('OK')	application/javascript	etag:W/%2213131-qF5oFiTJGhBqUUwx6s+A3oF7LMM%22	https://cdn.jsdelivr.net/npm/bootstrap@5.1.3/dist/js/bootstrap.bundle.min.js	C:/clone_site/minihippo_cloning/cdn.jsdelivr.net/npm/bootstrap@5.1.3/dist/js/bootstrap.bundle.min.js	(from https://aptiskey.com/reading_question4.html)
15:03:31	41718/41718	---M-Z	200	added ('OK')	application/javascript	date:Sun,%2012%20Oct%202025%2015:57:52%20GMT	https://aptiskey.com/js/reading_question/reading_question5.js	C:/clone_site/minihippo_cloning/aptiskey.com/js/reading_question/reading_question5.js	(from https://aptiskey.com/reading_question5.html)
15:03:31	56994/56994	---M-Z	200	added ('OK')	application/javascript	date:Sat,%2011%20Oct%202025%2007:34:06%20GMT	https://aptiskey.com/js/reading/readingkey016.js	C:/clone_site/minihippo_cloning/aptiskey.com/js/reading/readingkey016.js	(from https://aptiskey.com/readingkey016.html)
15:03:32	30697/30697	---M-Z	200	added ('OK')	text/html	etag:W/%2277e9-199d929d730%22	https://aptiskey.com/reading_bode	C:/clone_site/minihippo_cloning/aptiskey.com/reading_bode-2.html	(from https://aptiskey.com/readingkey016.html)
15:03:32	58653/58653	---M-Z	200	added ('OK')	application/javascript	date:Sat,%2011%20Oct%202025%2007:51:48%20GMT	https://aptiskey.com/js/reading/readingkey017.js	C:/clone_site/minihippo_cloning/aptiskey.com/js/reading/readingkey017.js	(from https://aptiskey.com/readingkey017.html)
15:03:33	57691/57691	---M-Z	200	added ('OK')	application/javascript	date:Sat,%2011%20Oct%202025%2007:34:10%20GMT	https://aptiskey.com/js/reading/readingkey018.js	C:/clone_site/minihippo_cloning/aptiskey.com/js/reading/readingkey018.js	(from https://aptiskey.com/readingkey018.html)
15:03:34	58859/58859	---M-Z	200	added ('OK')	application/javascript	date:Sun,%2012%20Oct%202025%2004:28:28%20GMT	https://aptiskey.com/js/reading/readingkey019.js	C:/clone_site/minihippo_cloning/aptiskey.com/js/reading/readingkey019.js	(from https://aptiskey.com/readingkey019.html)
15:03:34	57860/57860	---M-Z	200	added ('OK')	application/javascript	date:Sun,%2012%20Oct%202025%2007:19:28%20GMT	https://aptiskey.com/js/reading/readingkey020.js	C:/clone_site/minihippo_cloning/aptiskey.com/js/reading/readingkey020.js	(from https://aptiskey.com/readingkey020.html)
15:03:35	58692/58692	---M-Z	200	added ('OK')	application/javascript	date:Sat,%2011%20Oct%202025%2008:33:12%20GMT	https://aptiskey.com/js/reading/readingkey021.js	C:/clone_site/minihippo_cloning/aptiskey.com/js/reading/readingkey021.js	(from https://aptiskey.com/readingkey021.html)
15:03:35	58428/58428	---M-Z	200	added ('OK')	application/javascript	date:Sun,%2012%20Oct%202025%2015:51:10%20GMT	https://aptiskey.com/js/reading/readingkey022.js	C:/clone_site/minihippo_cloning/aptiskey.com/js/reading/readingkey022.js	(from https://aptiskey.com/readingkey022.html)
15:03:36	57595/57595	---M-Z	200	added ('OK')	application/javascript	date:Sun,%2012%20Oct%202025%2015:55:40%20GMT	https://aptiskey.com/js/reading/readingkey023.js	C:/clone_site/minihippo_cloning/aptiskey.com/js/reading/readingkey023.js	(from https://aptiskey.com/readingkey023.html)
15:03:37	57445/57445	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2013%20Oct%202025%2000:52:08%20GMT	https://aptiskey.com/js/reading/readingkey024.js	C:/clone_site/minihippo_cloning/aptiskey.com/js/reading/readingkey024.js	(from https://aptiskey.com/readingkey024.html)
15:03:38	93734/93734	---MCZ	200	added ('OK')	text/css	etag:W/%2216e26-p4ONiiDb2g7p5MHLfx+DLOmvHBE%22	https://cdn.jsdelivr.net/npm/bootstrap-icons@1.10.5/font/bootstrap-icons.css	C:/clone_site/minihippo_cloning/cdn.jsdelivr.net/npm/bootstrap-icons@1.10.5/font/bootstrap-icons.css	(from https://aptiskey.com/listening_question1_13.html)
15:03:38	5280/5280	---M-Z	200	added ('OK')	text/css	date:Mon,%2028%20Jul%202025%2006:36:20%20GMT	https://aptiskey.com/css/listeningkey.css	C:/clone_site/minihippo_cloning/aptiskey.com/css/listeningkey.css	(from https://aptiskey.com/listening_question1_13.html)
15:03:39	114549/114549	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2001%20Aug%202025%2003:30:38%20GMT	https://aptiskey.com/js/listening_question/listening_question1_13.js	C:/clone_site/minihippo_cloning/aptiskey.com/js/listening_question/listening_question1_13.js	(from https://aptiskey.com/listening_question1_13.html)
15:03:39	30153/30153	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2030%20Jul%202025%2008:38:02%20GMT	https://aptiskey.com/js/listening_question/listening_question14.js	C:/clone_site/minihippo_cloning/aptiskey.com/js/listening_question/listening_question14.js	(from https://aptiskey.com/listening_question14.html)
15:03:40	32706/32706	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2030%20Jul%202025%2023:15:14%20GMT	https://aptiskey.com/js/listening_question/listening_question15.js	C:/clone_site/minihippo_cloning/aptiskey.com/js/listening_question/listening_question15.js	(from https://aptiskey.com/listening_question15.html)
15:03:40	30569/30569	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2015%20Aug%202025%2002:53:16%20GMT	https://aptiskey.com/js/listening_question/listening_question16_17.js	C:/clone_site/minihippo_cloning/aptiskey.com/js/listening_question/listening_question16_17.js	(from https://aptiskey.com/listening_question16_17.html)
15:03:41	43902/43902	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2001%20Aug%202025%2006:43:50%20GMT	https://aptiskey.com/js/listening/listeningkey001.js	C:/clone_site/minihippo_cloning/aptiskey.com/js/listening/listeningkey001.js	(from https://aptiskey.com/listeningkey001.html)
15:03:41	41882/41882	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2001%20Aug%202025%2006:40:42%20GMT	https://aptiskey.com/js/listening/listeningkey002.js	C:/clone_site/minihippo_cloning/aptiskey.com/js/listening/listeningkey002.js	(from https://aptiskey.com/listeningkey002.html)
15:03:42	43475/43475	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2001%20Aug%202025%2006:40:52%20GMT	https://aptiskey.com/js/listening/listeningkey003.js	C:/clone_site/minihippo_cloning/aptiskey.com/js/listening/listeningkey003.js	(from https://aptiskey.com/listeningkey003.html)
15:03:42	42840/42840	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2001%20Aug%202025%2006:41:00%20GMT	https://aptiskey.com/js/listening/listeningkey004.js	C:/clone_site/minihippo_cloning/aptiskey.com/js/listening/listeningkey004.js	(from https://aptiskey.com/listeningkey004.html)
15:03:43	42401/42401	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2001%20Aug%202025%2006:41:10%20GMT	https://aptiskey.com/js/listening/listeningkey005.js	C:/clone_site/minihippo_cloning/aptiskey.com/js/listening/listeningkey005.js	(from https://aptiskey.com/listeningkey005.html)
15:03:43	42655/42655	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2001%20Aug%202025%2006:41:18%20GMT	https://aptiskey.com/js/listening/listeningkey006.js	C:/clone_site/minihippo_cloning/aptiskey.com/js/listening/listeningkey006.js	(from https://aptiskey.com/listeningkey006.html)
15:03:44	43397/43397	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2001%20Aug%202025%2006:41:26%20GMT	https://aptiskey.com/js/listening/listeningkey007.js	C:/clone_site/minihippo_cloning/aptiskey.com/js/listening/listeningkey007.js	(from https://aptiskey.com/listeningkey007.html)
15:03:45	44272/44272	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2001%20Aug%202025%2006:41:36%20GMT	https://aptiskey.com/js/listening/listeningkey008.js	C:/clone_site/minihippo_cloning/aptiskey.com/js/listening/listeningkey008.js	(from https://aptiskey.com/listeningkey008.html)
